"Survey","Reef","Site","Drop","Frame","Depth","Comment","Family","Genus","Species","Code","MaxN","Species_name","T_ID","Date","Lat","Long","Habitat","Aspect","Benthic_Complexity"
"Feb_21","Saumarez","Saumarez_N1","D1",23985,"33",NA,"Mullidae","Parupeneus","pleurostigma",37355027,3,"Parupeneus pleurostigma","Feb_21_Saumarez_N1_D1","6/02/2021",21.71056,153.77492,"channel",NA,NA
"Feb_21","Saumarez","Saumarez_N1","D1",61829,"33",NA,"Muraenidae","Gymnothorax","favagineus",37060016,1,"Gymnothorax favagineus","Feb_21_Saumarez_N1_D1","6/02/2021",21.71056,153.77492,"channel",NA,NA
"Feb_21","Saumarez","Saumarez_N1","D1",333,"33","aureofasciatus","Nemipteridae","Pentapodus","aureofasciatus",NA,1,"Pentapodus aureofasciatus","Feb_21_Saumarez_N1_D1","6/02/2021",21.71056,153.77492,"channel",NA,NA
"Feb_21","Saumarez","Saumarez_N1","D1",39719,"33",NA,"Pomacanthidae","Centropyge","tibicen",37365031,1,"Centropyge tibicen","Feb_21_Saumarez_N1_D1","6/02/2021",21.71056,153.77492,"channel",NA,NA
"Feb_21","Saumarez","Saumarez_N1","D1",23918,"33",NA,"Scaridae","Scarus","chameleon",37386012,1,"Scarus chameleon","Feb_21_Saumarez_N1_D1","6/02/2021",21.71056,153.77492,"channel",NA,NA
"Feb_21","Saumarez","Saumarez_N1","D1",28931,"33",NA,"Scaridae","Scarus","dimidiatus",37386013,1,"Scarus dimidiatus","Feb_21_Saumarez_N1_D1","6/02/2021",21.71056,153.77492,"channel",NA,NA
"Feb_21","Saumarez","Saumarez_N1","D1",34086,"33","cooperi","Serranidae","Pseudanthias","cooperi",NA,12,"Pseudanthias cooperi","Feb_21_Saumarez_N1_D1","6/02/2021",21.71056,153.77492,"channel",NA,NA
"Feb_21","Saumarez","Saumarez_N1","D1",9645,"33","laboutei","Synodontidae","Synodus","laboutei",NA,25,"Synodus laboutei","Feb_21_Saumarez_N1_D1","6/02/2021",21.71056,153.77492,"channel",NA,NA
"Feb_21","Saumarez","Saumarez_N1","D1",36785,"33",NA,"Tetraodontidae","Arothron","caeruleopunctatus",37467066,1,"Arothron caeruleopunctatus","Feb_21_Saumarez_N1_D1","6/02/2021",21.71056,153.77492,"channel",NA,NA
"Feb_21","Saumarez","Saumarez_N1","D2",42676,"34",NA,"Balistidae","Sufflamen","chrysopterum",37465079,1,"Sufflamen chrysopterum","Feb_21_Saumarez_N1_D2","6/02/2021",21.70951,153.78659,"channel",NA,NA
"Feb_21","Saumarez","Saumarez_N1","D2",4726,"34",NA,"Chaetodontidae","Chaetodon","kleinii",37365040,1,"Chaetodon kleinii","Feb_21_Saumarez_N1_D2","6/02/2021",21.70951,153.78659,"channel",NA,NA
"Feb_21","Saumarez","Saumarez_N1","D2",60855,"34",NA,"Labridae","Choerodon","jordani",37384077,1,"Choerodon jordani","Feb_21_Saumarez_N1_D2","6/02/2021",21.70951,153.78659,"channel",NA,NA
"Feb_21","Saumarez","Saumarez_N1","D2",56314,"34","laboutei","Labridae","Cirrhilabrus","laboutei",NA,2,"Cirrhilabrus laboutei","Feb_21_Saumarez_N1_D2","6/02/2021",21.70951,153.78659,"channel",NA,NA
"Feb_21","Saumarez","Saumarez_N1","D2",38849,"34",NA,"Labridae","Coris","dorsomacula",37384093,4,"Coris dorsomacula","Feb_21_Saumarez_N1_D2","6/02/2021",21.70951,153.78659,"channel",NA,NA
"Feb_21","Saumarez","Saumarez_N1","D2",5862,"34",NA,"Labridae","Coris","gaimard",37384094,3,"Coris gaimard","Feb_21_Saumarez_N1_D2","6/02/2021",21.70951,153.78659,"channel",NA,NA
"Feb_21","Saumarez","Saumarez_N1","D2",44695,"34",NA,"Labridae","Halichoeres","hartzfeldii",NA,3,"Halichoeres hartzfeldii","Feb_21_Saumarez_N1_D2","6/02/2021",21.70951,153.78659,"channel",NA,NA
"Feb_21","Saumarez","Saumarez_N1","D2",778,"34",NA,"Labridae","Hologymnosus","doliatus",37384127,3,"Hologymnosus doliatus","Feb_21_Saumarez_N1_D2","6/02/2021",21.70951,153.78659,"channel",NA,NA
"Feb_21","Saumarez","Saumarez_N1","D2",32255,"34","longipes","Labridae","Hologymnosus","longipes",NA,1,"Hologymnosus longipes","Feb_21_Saumarez_N1_D2","6/02/2021",21.70951,153.78659,"channel",NA,NA
"Feb_21","Saumarez","Saumarez_N1","D2",62859,"34","cerasinus","Labridae","Pseudojuloides","cerasinus",NA,1,"Pseudojuloides cerasinus","Feb_21_Saumarez_N1_D2","6/02/2021",21.70951,153.78659,"channel",NA,NA
"Feb_21","Saumarez","Saumarez_N1","D2",46794,"34","euanus","Lethrinidae","Gymnocranius","euanus",NA,2,"Gymnocranius euanus","Feb_21_Saumarez_N1_D2","6/02/2021",21.70951,153.78659,"channel",NA,NA
"Feb_21","Saumarez","Saumarez_N1","D2",51803,"34",NA,"Lethrinidae","Lethrinus","olivaceus",37351004,1,"Lethrinus olivaceus","Feb_21_Saumarez_N1_D2","6/02/2021",21.70951,153.78659,"channel",NA,NA
"Feb_21","Saumarez","Saumarez_N1","D2",19240,"34",NA,"Lethrinidae","Lethrinus","rubrioperculatus",NA,4,"Lethrinus rubrioperculatus","Feb_21_Saumarez_N1_D2","6/02/2021",21.70951,153.78659,"channel",NA,NA
"Feb_21","Saumarez","Saumarez_N1","D2",19145,"34",NA,"Malacanthidae","Malacanthus","brevirostris",37331009,2,"Malacanthus brevirostris","Feb_21_Saumarez_N1_D2","6/02/2021",21.70951,153.78659,"channel",NA,NA
"Feb_21","Saumarez","Saumarez_N1","D2",32175,"34",NA,"Mullidae","Parupeneus","barberinoides",37355021,1,"Parupeneus barberinoides","Feb_21_Saumarez_N1_D2","6/02/2021",21.70951,153.78659,"channel",NA,NA
"Feb_21","Saumarez","Saumarez_N1","D2",30617,"34",NA,"Mullidae","Parupeneus","multifasciatus",37355026,4,"Parupeneus multifasciatus","Feb_21_Saumarez_N1_D2","6/02/2021",21.70951,153.78659,"channel",NA,NA
"Feb_21","Saumarez","Saumarez_N1","D2",19145,"34",NA,"Mullidae","Parupeneus","pleurostigma",37355027,4,"Parupeneus pleurostigma","Feb_21_Saumarez_N1_D2","6/02/2021",21.70951,153.78659,"channel",NA,NA
"Feb_21","Saumarez","Saumarez_N1","D2",3772,"34","aureofasciatus","Nemipteridae","Pentapodus","aureofasciatus",NA,27,"Pentapodus aureofasciatus","Feb_21_Saumarez_N1_D2","6/02/2021",21.70951,153.78659,"channel",NA,NA
"Feb_21","Saumarez","Saumarez_N1","D3",55831,"36",NA,"Acanthuridae","Naso","unicornis",37437031,1,"Naso unicornis","Feb_21_Saumarez_N1_D3","6/02/2021",21.71169,153.79146,"channel",NA,NA
"Feb_21","Saumarez","Saumarez_N1","D3",22529,"36",NA,"Balistidae","Balistoides","conspicillum",37465031,1,"Balistoides conspicillum","Feb_21_Saumarez_N1_D3","6/02/2021",21.71169,153.79146,"channel",NA,NA
"Feb_21","Saumarez","Saumarez_N1","D3",15514,"36",NA,"Balistidae","Sufflamen","chrysopterum",37465079,1,"Sufflamen chrysopterum","Feb_21_Saumarez_N1_D3","6/02/2021",21.71169,153.79146,"channel",NA,NA
"Feb_21","Saumarez","Saumarez_N1","D3",53845,"36",NA,"Balistidae","Sufflamen","fraenatum",37465014,2,"Sufflamen fraenatum","Feb_21_Saumarez_N1_D3","6/02/2021",21.71169,153.79146,"channel",NA,NA
"Feb_21","Saumarez","Saumarez_N1","D3",47496,"36",NA,"Carangidae","Caranx","melampygus",37337050,1,"Caranx melampygus","Feb_21_Saumarez_N1_D3","6/02/2021",21.71169,153.79146,"channel",NA,NA
"Feb_21","Saumarez","Saumarez_N1","D3",188,"36",NA,"Carcharhinidae","Carcharhinus","amblyrhynchos",37018030,2,"Carcharhinus amblyrhynchos","Feb_21_Saumarez_N1_D3","6/02/2021",21.71169,153.79146,"channel",NA,NA
"Feb_21","Saumarez","Saumarez_N1","D3",15514,"36",NA,"Chaetodontidae","Chaetodon","kleinii",37365040,1,"Chaetodon kleinii","Feb_21_Saumarez_N1_D3","6/02/2021",21.71169,153.79146,"channel",NA,NA
"Feb_21","Saumarez","Saumarez_N1","D3",23769,"36","laboutei","Labridae","Cirrhilabrus","laboutei",NA,14,"Cirrhilabrus laboutei","Feb_21_Saumarez_N1_D3","6/02/2021",21.71169,153.79146,"channel",NA,NA
"Feb_21","Saumarez","Saumarez_N1","D3",15514,"36",NA,"Labridae","Oxycheilinus","bimaculatus",37384063,1,"Oxycheilinus bimaculatus","Feb_21_Saumarez_N1_D3","6/02/2021",21.71169,153.79146,"channel",NA,NA
"Feb_21","Saumarez","Saumarez_N1","D3",21636,"36",NA,"Labridae","Pseudocheilinus","evanidus",37384142,2,"Pseudocheilinus evanidus","Feb_21_Saumarez_N1_D3","6/02/2021",21.71169,153.79146,"channel",NA,NA
"Feb_21","Saumarez","Saumarez_N1","D3",15479,"36","euanus","Lethrinidae","Gymnocranius","euanus",NA,3,"Gymnocranius euanus","Feb_21_Saumarez_N1_D3","6/02/2021",21.71169,153.79146,"channel",NA,NA
"Feb_21","Saumarez","Saumarez_N1","D3",46298,"36",NA,"Lethrinidae","Lethrinus","olivaceus",37351004,2,"Lethrinus olivaceus","Feb_21_Saumarez_N1_D3","6/02/2021",21.71169,153.79146,"channel",NA,NA
"Feb_21","Saumarez","Saumarez_N1","D3",41996,"36",NA,"Lethrinidae","Lethrinus","rubrioperculatus",37351012,10,"Lethrinus rubrioperculatus","Feb_21_Saumarez_N1_D3","6/02/2021",21.71169,153.79146,"channel",NA,NA
"Feb_21","Saumarez","Saumarez_N1","D3",57773,"36",NA,"Lutjanidae","Aprion","virescens",37346027,1,"Aprion virescens","Feb_21_Saumarez_N1_D3","6/02/2021",21.71169,153.79146,"channel",NA,NA
"Feb_21","Saumarez","Saumarez_N1","D3",43854,"36",NA,"Lutjanidae","Lutjanus","bohar",37346029,1,"Lutjanus bohar","Feb_21_Saumarez_N1_D3","6/02/2021",21.71169,153.79146,"channel",NA,NA
"Feb_21","Saumarez","Saumarez_N1","D3",4591,"36",NA,"Mullidae","Parupeneus","barberinus",37355022,1,"Parupeneus barberinus","Feb_21_Saumarez_N1_D3","6/02/2021",21.71169,153.79146,"channel",NA,NA
"Feb_21","Saumarez","Saumarez_N1","D3",19892,"36",NA,"Mullidae","Parupeneus","multifasciatus",37355026,12,"Parupeneus multifasciatus","Feb_21_Saumarez_N1_D3","6/02/2021",21.71169,153.79146,"channel",NA,NA
"Feb_21","Saumarez","Saumarez_N1","D3",19892,"36",NA,"Mullidae","Parupeneus","pleurostigma",37355027,1,"Parupeneus pleurostigma","Feb_21_Saumarez_N1_D3","6/02/2021",21.71169,153.79146,"channel",NA,NA
"Feb_21","Saumarez","Saumarez_N1","D3",34347,"36",NA,"Serranidae","Variola","louti",37311166,1,"Variola louti","Feb_21_Saumarez_N1_D3","6/02/2021",21.71169,153.79146,"channel",NA,NA
"Feb_21","Saumarez","Saumarez_N1","D3",50700,"36",NA,"Siganidae","Siganus","argenteus",37438007,4,"Siganus argenteus","Feb_21_Saumarez_N1_D3","6/02/2021",21.71169,153.79146,"channel",NA,NA
"Feb_21","Saumarez","Saumarez_N1","D3",29526,"36","euanus","Synodontidae","Synodus","euanus",NA,1,"Synodus euanus","Feb_21_Saumarez_N1_D3","6/02/2021",21.71169,153.79146,"channel",NA,NA
"Feb_21","Willis","Willis_1","D1",16242,"34",NA,"Balistidae","Balistoides","viridescens",37465048,1,"Balistoides viridescens","Feb_21_Willis_1_D1","14/02/2021",16.32439,149.95982,"outer_reef",NA,NA
"Feb_21","Willis","Willis_1","D1",12988,"34","pfluegeri","Balistidae","Melichthys","vidua",37465058,2,"Melichthys vidua","Feb_21_Willis_1_D1","14/02/2021",16.32439,149.95982,"outer_reef",NA,NA
"Feb_21","Willis","Willis_1","D1",5712,"34",NA,"Balistidae","Sufflamen","chrysopterum",37465079,1,"Sufflamen chrysopterum","Feb_21_Willis_1_D1","14/02/2021",16.32439,149.95982,"outer_reef",NA,NA
"Feb_21","Willis","Willis_1","D1",20140,"34",NA,"Balistidae","Sufflamen","fraenatum",37465014,1,"Sufflamen fraenatum","Feb_21_Willis_1_D1","14/02/2021",16.32439,149.95982,"outer_reef",NA,NA
"Feb_21","Willis","Willis_1","D1",50249,"34",NA,"Carangidae","Carangoides","fulvoguttatus",37337037,1,"Carangoides fulvoguttatus","Feb_21_Willis_1_D1","14/02/2021",16.32439,149.95982,"outer_reef",NA,NA
"Feb_21","Willis","Willis_1","D1",28216,"34",NA,"Carangidae","Caranx","melampygus",37337050,1,"Caranx melampygus","Feb_21_Willis_1_D1","14/02/2021",16.32439,149.95982,"outer_reef",NA,NA
"Feb_21","Willis","Willis_1","D1",7526,"34",NA,"Carcharhinidae","Carcharhinus","amblyrhynchos",37018030,1,"Carcharhinus amblyrhynchos","Feb_21_Willis_1_D1","14/02/2021",16.32439,149.95982,"outer_reef",NA,NA
"Feb_21","Willis","Willis_1","D1",8897,"34",NA,"Epinephelidae","Epinephelus","maculatus",37311011,1,"Epinephelus maculatus","Feb_21_Willis_1_D1","14/02/2021",16.32439,149.95982,"outer_reef",NA,NA
"Feb_21","Willis","Willis_1","D1",46541,"34",NA,"Fistulariidae","Fistularia","commersonii",37278001,1,"Fistularia commersonii","Feb_21_Willis_1_D1","14/02/2021",16.32439,149.95982,"outer_reef",NA,NA
"Feb_21","Willis","Willis_1","D1",14966,"34","euanus","Lethrinidae","Gymnocranius","euanus",NA,11,"Gymnocranius euanus","Feb_21_Willis_1_D1","14/02/2021",16.32439,149.95982,"outer_reef",NA,NA
"Feb_21","Willis","Willis_1","D1",12964,"34",NA,"Lethrinidae","Lethrinus","olivaceus",NA,1,"Lethrinus olivaceus","Feb_21_Willis_1_D1","14/02/2021",16.32439,149.95982,"outer_reef",NA,NA
"Feb_21","Willis","Willis_1","D1",61293,"34",NA,"Lethrinidae","Lethrinus","semicinctus",37351016,20,"Lethrinus semicinctus","Feb_21_Willis_1_D1","14/02/2021",16.32439,149.95982,"outer_reef",NA,NA
"Feb_21","Willis","Willis_1","D1",5617,"34",NA,"Lutjanidae","Lutjanus","bohar",37346029,1,"Lutjanus bohar","Feb_21_Willis_1_D1","14/02/2021",16.32439,149.95982,"outer_reef",NA,NA
"Feb_21","Willis","Willis_1","D1",18825,"34","pfluegeri","Mullidae","Mulloidichthys","pfluegeri",NA,2,"Mulloidichthys pfluegeri","Feb_21_Willis_1_D1","14/02/2021",16.32439,149.95982,"outer_reef",NA,NA
"Feb_21","Willis","Willis_1","D1",27022,"34",NA,"Mullidae","Parupeneus","barberinoides",37355021,1,"Parupeneus barberinoides","Feb_21_Willis_1_D1","14/02/2021",16.32439,149.95982,"outer_reef",NA,NA
"Feb_21","Willis","Willis_1","D1",16412,"34",NA,"Mullidae","Parupeneus","barberinus",37355022,1,"Parupeneus barberinus","Feb_21_Willis_1_D1","14/02/2021",16.32439,149.95982,"outer_reef",NA,NA
"Feb_21","Willis","Willis_1","D1",4719,"34","aureofasciatus","Nemipteridae","Pentapodus","aureofasciatus",NA,6,"Pentapodus aureofasciatus","Feb_21_Willis_1_D1","14/02/2021",16.32439,149.95982,"outer_reef",NA,NA
"Feb_21","Willis","Willis_1","D1",11469,"34",NA,"Pomacanthidae","Pomacanthus","imperator",37365014,2,"Pomacanthus imperator","Feb_21_Willis_1_D1","14/02/2021",16.32439,149.95982,"outer_reef",NA,NA
"Feb_21","Willis","Willis_1","D1",17324,"34",NA,"Scaridae","Chlorurus","microrhinos",37386020,2,"Chlorurus microrhinos","Feb_21_Willis_1_D1","14/02/2021",16.32439,149.95982,"outer_reef",NA,NA
"Feb_21","Willis","Willis_1","D1",17770,"34",NA,"Scaridae","Hipposcarus","longiceps",37386008,1,"Hipposcarus longiceps","Feb_21_Willis_1_D1","14/02/2021",16.32439,149.95982,"outer_reef",NA,NA
"Feb_21","Willis","Willis_1","D1",15398,"34",NA,"Siganidae","Siganus","argenteus",37438007,2,"Siganus argenteus","Feb_21_Willis_1_D1","14/02/2021",16.32439,149.95982,"outer_reef",NA,NA
"Feb_21","Willis","Willis_1","D2",42986,"45","albipectoralis","Acanthuridae","Acanthurus","albipectoralis",NA,3,"Acanthurus albipectoralis","Feb_21_Willis_1_D2","14/02/2021",16.32254,149.96458,"outer_reef",NA,NA
"Feb_21","Willis","Willis_1","D2",11079,"45",NA,"Acanthuridae","Acanthurus","dussumieri",37437008,2,"Acanthurus dussumieri","Feb_21_Willis_1_D2","14/02/2021",16.32254,149.96458,"outer_reef",NA,NA
"Feb_21","Willis","Willis_1","D2",17831,"45",NA,"Acanthuridae","Acanthurus","olivaceus",37437016,2,"Acanthurus olivaceus","Feb_21_Willis_1_D2","14/02/2021",16.32254,149.96458,"outer_reef",NA,NA
"Feb_21","Willis","Willis_1","D2",37316,"45",NA,"Balistidae","Odonus","niger",37465061,25,"Odonus niger","Feb_21_Willis_1_D2","14/02/2021",16.32254,149.96458,"outer_reef",NA,NA
"Feb_21","Willis","Willis_1","D2",29454,"45",NA,"Balistidae","Sufflamen","fraenatum",37465014,2,"Sufflamen fraenatum","Feb_21_Willis_1_D2","14/02/2021",16.32254,149.96458,"outer_reef",NA,NA
"Feb_21","Willis","Willis_1","D2",37575,"45",NA,"Carangidae","Elagatis","bipinnulata",37337029,6,"Elagatis bipinnulata","Feb_21_Willis_1_D2","14/02/2021",16.32254,149.96458,"outer_reef",NA,NA
"Feb_21","Willis","Willis_1","D2",26371,"45",NA,"Carcharhinidae","Carcharhinus","amblyrhynchos",37018030,4,"Carcharhinus amblyrhynchos","Feb_21_Willis_1_D2","14/02/2021",16.32254,149.96458,"outer_reef",NA,NA
"Feb_21","Willis","Willis_1","D2",34202,"45",NA,"Chaetodontidae","Chaetodon","auriga",37365019,2,"Chaetodon auriga","Feb_21_Willis_1_D2","14/02/2021",16.32254,149.96458,"outer_reef",NA,NA
"Feb_21","Willis","Willis_1","D2",15409,"45","mertensii","Chaetodontidae","Chaetodon","mertensii",NA,1,"Chaetodon mertensii","Feb_21_Willis_1_D2","14/02/2021",16.32254,149.96458,"outer_reef",NA,NA
"Feb_21","Willis","Willis_1","D2",34789,"45",NA,"Chaetodontidae","Heniochus","diphreutes",37365005,4,"Heniochus diphreutes","Feb_21_Willis_1_D2","14/02/2021",16.32254,149.96458,"outer_reef",NA,NA
"Feb_21","Willis","Willis_1","D2",33477,"45","longipes","Labridae","Hologymnosus","longipes",NA,2,"Hologymnosus longipes","Feb_21_Willis_1_D2","14/02/2021",16.32254,149.96458,"outer_reef",NA,NA
"Feb_21","Willis","Willis_1","D2",23962,"45","euanus","Lethrinidae","Gymnocranius","euanus",NA,8,"Gymnocranius euanus","Feb_21_Willis_1_D2","14/02/2021",16.32254,149.96458,"outer_reef",NA,NA
"Feb_21","Willis","Willis_1","D2",40233,"45","microdon","Lethrinidae","Gymnocranius","microdon",NA,1,"Gymnocranius microdon","Feb_21_Willis_1_D2","14/02/2021",16.32254,149.96458,"outer_reef",NA,NA
"Feb_21","Willis","Willis_1","D2",6585,"45",NA,"Lethrinidae","Lethrinus","semicinctus",37351016,13,"Lethrinus semicinctus","Feb_21_Willis_1_D2","14/02/2021",16.32254,149.96458,"outer_reef",NA,NA
"Feb_21","Willis","Willis_1","D2",595,"45",NA,"Lutjanidae","Aphareus","furca",37346036,1,"Aphareus furca","Feb_21_Willis_1_D2","14/02/2021",16.32254,149.96458,"outer_reef",NA,NA
"Feb_21","Willis","Willis_1","D2",25472,"45",NA,"Lutjanidae","Aprion","virescens",37346027,1,"Aprion virescens","Feb_21_Willis_1_D2","14/02/2021",16.32254,149.96458,"outer_reef",NA,NA
"Feb_21","Willis","Willis_1","D2",10272,"45",NA,"Lutjanidae","Lutjanus","bohar",37346029,1,"Lutjanus bohar","Feb_21_Willis_1_D2","14/02/2021",16.32254,149.96458,"outer_reef",NA,NA
"Feb_21","Willis","Willis_1","D2",53656,"45",NA,"Mullidae","Parupeneus","barberinus",37355022,1,"Parupeneus barberinus","Feb_21_Willis_1_D2","14/02/2021",16.32254,149.96458,"outer_reef",NA,NA
"Feb_21","Willis","Willis_1","D2",25162,"45",NA,"Serranidae","Cephalopholis","sonnerati",37311045,3,"Cephalopholis sonnerati","Feb_21_Willis_1_D2","14/02/2021",16.32254,149.96458,"outer_reef",NA,NA
"Feb_21","Willis","Willis_1","D2",2977,"45",NA,"Zanclidae","Zanclus","cornutus",37437001,1,"Zanclus cornutus","Feb_21_Willis_1_D2","14/02/2021",16.32254,149.96458,"outer_reef",NA,NA
"Feb_21","Willis","Willis_1","D4",49210,"62",NA,"Acanthuridae","Acanthurus","thompsoni",37437018,1,"Acanthurus thompsoni","Feb_21_Willis_1_D4","14/02/2021",16.31463,149.9715,"outer_reef",NA,NA
"Feb_21","Willis","Willis_1","D4",12807,"62",NA,"Acanthuridae","Ctenochaetus","binotatus",37437021,2,"Ctenochaetus binotatus","Feb_21_Willis_1_D4","14/02/2021",16.31463,149.9715,"outer_reef",NA,NA
"Feb_21","Willis","Willis_1","D4",48928,"62",NA,"Acanthuridae","Naso","annulatus",37437024,1,"Naso annulatus","Feb_21_Willis_1_D4","14/02/2021",16.31463,149.9715,"outer_reef",NA,NA
"Feb_21","Willis","Willis_1","D4",27685,"62","minor","Acanthuridae","Naso","minor",NA,6,"Naso minor","Feb_21_Willis_1_D4","14/02/2021",16.31463,149.9715,"outer_reef",NA,NA
"Feb_21","Willis","Willis_1","D4",27021,"62",NA,"Balistidae","Balistapus","undulatus",37465047,1,"Balistapus undulatus","Feb_21_Willis_1_D4","14/02/2021",16.31463,149.9715,"outer_reef",NA,NA
"Feb_21","Willis","Willis_1","D4",12473,"62","bursa","Balistidae","Sufflamen","bursa",NA,1,"Sufflamen bursa","Feb_21_Willis_1_D4","14/02/2021",16.31463,149.9715,"outer_reef",NA,NA
"Feb_21","Willis","Willis_1","D4",38309,"62",NA,"Balistidae","Xanthichthys","auromarginatus",37465080,3,"Xanthichthys auromarginatus","Feb_21_Willis_1_D4","14/02/2021",16.31463,149.9715,"outer_reef",NA,NA
"Feb_21","Willis","Willis_1","D4",36810,"62",NA,"Carcharhinidae","Triaenodon","obesus",37018038,2,"Triaenodon obesus","Feb_21_Willis_1_D4","14/02/2021",16.31463,149.9715,"outer_reef",NA,NA
"Feb_21","Willis","Willis_1","D4",13167,"62",NA,"Labridae","Anampses","geographicus",37384048,1,"Anampses geographicus","Feb_21_Willis_1_D4","14/02/2021",16.31463,149.9715,"outer_reef",NA,NA
"Feb_21","Willis","Willis_1","D4",8585,"62",NA,"Labridae","Cheilinus","undulatus",37384038,1,"Cheilinus undulatus","Feb_21_Willis_1_D4","14/02/2021",16.31463,149.9715,"outer_reef",NA,NA
"Feb_21","Willis","Willis_1","D4",50168,"62","lineatus","Labridae","Cirrhilabrus","lineatus",NA,6,"Cirrhilabrus lineatus","Feb_21_Willis_1_D4","14/02/2021",16.31463,149.9715,"outer_reef",NA,NA
"Feb_21","Willis","Willis_1","D4",14321,"62",NA,"Labridae","Labropsis","australis",37384132,1,"Labropsis australis","Feb_21_Willis_1_D4","14/02/2021",16.31463,149.9715,"outer_reef",NA,NA
"Feb_21","Willis","Willis_1","D4",42648,"62","nigromarginatus","Labridae","Oxycheilinus","nigromarginatus",NA,4,"Oxycheilinus nigromarginatus","Feb_21_Willis_1_D4","14/02/2021",16.31463,149.9715,"outer_reef",NA,NA
"Feb_21","Willis","Willis_1","D4",37058,"62",NA,"Labridae","Pseudocheilinus","evanidus",37384142,1,"Pseudocheilinus evanidus","Feb_21_Willis_1_D4","14/02/2021",16.31463,149.9715,"outer_reef",NA,NA
"Feb_21","Willis","Willis_1","D4",14665,"62","cerasinus","Labridae","Pseudojuloides","cerasinus",NA,1,"Pseudojuloides cerasinus","Feb_21_Willis_1_D4","14/02/2021",16.31463,149.9715,"outer_reef",NA,NA
"Feb_21","Willis","Willis_1","D4",56199,"62","microdon","Lethrinidae","Gymnocranius","microdon",NA,1,"Gymnocranius microdon","Feb_21_Willis_1_D4","14/02/2021",16.31463,149.9715,"outer_reef",NA,NA
"Feb_21","Willis","Willis_1","D4",27685,"62",NA,"Lethrinidae","Lethrinus","erythracanthus",37351025,1,"Lethrinus erythracanthus","Feb_21_Willis_1_D4","14/02/2021",16.31463,149.9715,"outer_reef",NA,NA
"Feb_21","Willis","Willis_1","D4",36473,"62",NA,"Lutjanidae","Lutjanus","bohar",37346029,2,"Lutjanus bohar","Feb_21_Willis_1_D4","14/02/2021",16.31463,149.9715,"outer_reef",NA,NA
"Feb_21","Willis","Willis_1","D4",31216,"62","starcki","Malacanthidae","Hoplolatilus","starcki",NA,2,"Hoplolatilus starcki","Feb_21_Willis_1_D4","14/02/2021",16.31463,149.9715,"outer_reef",NA,NA
"Feb_21","Willis","Willis_1","D4",8680,"62",NA,"Mullidae","Parupeneus","multifasciatus",37355026,1,"Parupeneus multifasciatus","Feb_21_Willis_1_D4","14/02/2021",16.31463,149.9715,"outer_reef",NA,NA
"Feb_21","Willis","Willis_1","D4",57634,"62",NA,"Mullidae","Parupeneus","pleurostigma",37355027,2,"Parupeneus pleurostigma","Feb_21_Willis_1_D4","14/02/2021",16.31463,149.9715,"outer_reef",NA,NA
"Feb_21","Willis","Willis_1","D4",15944,"62",NA,"Pomacanthidae","Centropyge","bispinosa",37365023,1,"Centropyge bispinosa","Feb_21_Willis_1_D4","14/02/2021",16.31463,149.9715,"outer_reef",NA,NA
"Feb_21","Willis","Willis_1","D4",19142,"62","heraldi","Pomacanthidae","Centropyge","heraldi",NA,3,"Centropyge heraldi","Feb_21_Willis_1_D4","14/02/2021",16.31463,149.9715,"outer_reef",NA,NA
"Feb_21","Willis","Willis_1","D4",14330,"62","melanospilos","Pomacanthidae","Genicanthus","melanospilos",NA,3,"Genicanthus melanospilos","Feb_21_Willis_1_D4","14/02/2021",16.31463,149.9715,"outer_reef",NA,NA
"Feb_21","Willis","Willis_1","D4",1381,"62","longipinnis","Scaridae","Scarus","longipinnis",NA,2,"Scarus longipinnis","Feb_21_Willis_1_D4","14/02/2021",16.31463,149.9715,"outer_reef",NA,NA
"Feb_21","Willis","Willis_1","D4",47186,"62",NA,"Serranidae","Cephalopholis","spiloparaea",NA,1,"Cephalopholis spiloparaea","Feb_21_Willis_1_D4","14/02/2021",16.31463,149.9715,"outer_reef",NA,NA
"Feb_21","Willis","Willis_1","D5",14122,"51",NA,"Acanthuridae","Acanthurus","nigrofuscus",37437014,1,"Acanthurus nigrofuscus","Feb_21_Willis_1_D5","14/02/2021",16.31134,149.97411,"outer_reef",NA,NA
"Feb_21","Willis","Willis_1","D5",51198,"51","planktivore","Acanthuridae","Naso","planktivore",NA,2,"Naso planktivore","Feb_21_Willis_1_D5","14/02/2021",16.31134,149.97411,"outer_reef",NA,NA
"Feb_21","Willis","Willis_1","D5",45723,"51",NA,"Balistidae","Balistapus","undulatus",37465047,1,"Balistapus undulatus","Feb_21_Willis_1_D5","14/02/2021",16.31134,149.97411,"outer_reef",NA,NA
"Feb_21","Willis","Willis_1","D5",38489,"51","bursa","Balistidae","Sufflamen","bursa",NA,1,"Sufflamen bursa","Feb_21_Willis_1_D5","14/02/2021",16.31134,149.97411,"outer_reef",NA,NA
"Feb_21","Willis","Willis_1","D5",25258,"51",NA,"Carangidae","Caranx","lugubris",37337053,1,"Caranx lugubris","Feb_21_Willis_1_D5","14/02/2021",16.31134,149.97411,"outer_reef",NA,NA
"Feb_21","Willis","Willis_1","D5",50516,"51",NA,"Carcharhinidae","Carcharhinus","amblyrhynchos",37018030,2,"Carcharhinus amblyrhynchos","Feb_21_Willis_1_D5","14/02/2021",16.31134,149.97411,"outer_reef",NA,NA
