"Survey","Reef","Site","Transect","Length_mm","Family","Genus","Species","Number","Comment","T_ID"
NA,"Herald's Surprise","HerSurp_1","T7",NA,"Scaridae","Hipposcarus","longiceps",2,NA,"NA_HerSurp_1_T7"
NA,"Herald's Surprise","HerSurp_1","T7",NA,"Carangidae","Caranx","melampygus",1,NA,"NA_HerSurp_1_T7"
NA,"Herald's Surprise","HerSurp_1","T7",NA,"Acanthuridae","Naso","lituratus",1,NA,"NA_HerSurp_1_T7"
NA,"Herald's Surprise","HerSurp_1","T7",NA,"Acanthuridae","Naso","lituratus",1,NA,"NA_HerSurp_1_T7"
NA,"Herald's Surprise","HerSurp_1","T7",NA,"Scaridae","Hipposcarus","longiceps",4,NA,"NA_HerSurp_1_T7"
NA,"Herald's Surprise","HerSurp_1","T7",NA,"Labridae","Bodianus","loxozonus",1,NA,"NA_HerSurp_1_T7"
NA,"Herald's Surprise","HerSurp_1","T7",NA,"Pomacentridae","Chromis","margaritifer",25,NA,"NA_HerSurp_1_T7"
NA,"Herald's Surprise","HerSurp_1","T7",NA,"Cirrhitidae","Paracirrhites","arcatus",1,NA,"NA_HerSurp_1_T7"
NA,"Herald's Surprise","HerSurp_1","T7",NA,"Chaetodontidae","Hemitaurichthys","polylepis",1,NA,"NA_HerSurp_1_T7"
NA,"Herald's Surprise","HerSurp_1","T7",NA,"Acanthuridae","Naso","tonganus",1,NA,"NA_HerSurp_1_T7"
NA,"Herald's Surprise","HerSurp_1","T7",NA,"Carangidae","Caranx","melampygus",1,NA,"NA_HerSurp_1_T7"
NA,"Herald's Surprise","HerSurp_1","T7",NA,"Acanthuridae","Ctenochaetus","striatus",2,NA,"NA_HerSurp_1_T7"
NA,"Herald's Surprise","HerSurp_1","T7",NA,"Acanthuridae","Acanthurus","nigricans",1,NA,"NA_HerSurp_1_T7"
NA,"Herald's Surprise","HerSurp_1","T7",NA,"Chaetodontidae","Hemitaurichthys","polylepis",12,NA,"NA_HerSurp_1_T7"
NA,"Herald's Surprise","HerSurp_1","T7",NA,"Pomacentridae","Chromis","xanthochira",6,NA,"NA_HerSurp_1_T7"
NA,"Herald's Surprise","HerSurp_1","T7",NA,"Scaridae","Scarus","frenatus",1,NA,"NA_HerSurp_1_T7"
NA,"Herald's Surprise","HerSurp_1","T7",NA,"Pomacentridae","Chromis","margaritifer",14,NA,"NA_HerSurp_1_T7"
NA,"Herald's Surprise","HerSurp_1","T7",NA,"Lutjanidae","Macolor","niger",1,NA,"NA_HerSurp_1_T7"
NA,"Herald's Surprise","HerSurp_1","T7",NA,"Pomacentridae","Acanthochromis","polyacanthus",15,NA,"NA_HerSurp_1_T7"
NA,"Herald's Surprise","HerSurp_1","T7",NA,"Acanthuridae","Acanthurus","nigricans",1,NA,"NA_HerSurp_1_T7"
NA,"Herald's Surprise","HerSurp_1","T7",NA,"Chaetodontidae","Hemitaurichthys","polylepis",16,NA,"NA_HerSurp_1_T7"
NA,"Herald's Surprise","HerSurp_1","T7",NA,"Pomacentridae","Acanthochromis","polyacanthus",20,NA,"NA_HerSurp_1_T7"
NA,"Herald's Surprise","HerSurp_1","T7",NA,"Pomacentridae","Chromis","xanthura",6,NA,"NA_HerSurp_1_T7"
NA,"Herald's Surprise","HerSurp_1","T7",NA,"Scaridae","Hipposcarus","longiceps",1,NA,"NA_HerSurp_1_T7"
NA,"Herald's Surprise","HerSurp_1","T7",NA,"Labridae","Oxycheilinus","unifasciatus",1,NA,"NA_HerSurp_1_T7"
NA,"Herald's Surprise","HerSurp_1","T7",NA,"Scaridae","Scarus","sp",1,NA,"NA_HerSurp_1_T7"
NA,"Herald's Surprise","HerSurp_1","T7",NA,"Labridae","Gomphosus","varius",1,NA,"NA_HerSurp_1_T7"
NA,"Herald's Surprise","HerSurp_1","T7",NA,"Holocentridae","Myripristis","sp",4,NA,"NA_HerSurp_1_T7"
NA,"Herald's Surprise","HerSurp_1","T7",NA,"Holocentridae","Sargocentron","caudimaculatum",1,NA,"NA_HerSurp_1_T7"
NA,"Herald's Surprise","HerSurp_1","T7",NA,"Acanthuridae","Ctenochaetus","striatus",1,NA,"NA_HerSurp_1_T7"
NA,"Herald's Surprise","HerSurp_1","T7",NA,"Holocentridae","Myripristis","sp",3,NA,"NA_HerSurp_1_T7"
NA,"Herald's Surprise","HerSurp_1","T7",NA,"Acanthuridae","Ctenochaetus","striatus",2,NA,"NA_HerSurp_1_T7"
NA,"Herald's Surprise","HerSurp_1","T7",NA,"Scaridae","Scarus","frenatus",1,NA,"NA_HerSurp_1_T7"
NA,"Herald's Surprise","HerSurp_1","T7",NA,"Pomacentridae","Chromis","xanthura",5,NA,"NA_HerSurp_1_T7"
NA,"Herald's Surprise","HerSurp_1","T7",NA,"Labridae","Chlorurus ","spilurus",5,NA,"NA_HerSurp_1_T7"
NA,"Herald's Surprise","HerSurp_1","T7",NA,"Acanthuridae","Acanthurus","pyroferus",1,NA,"NA_HerSurp_1_T7"
NA,"Herald's Surprise","HerSurp_1","T7",NA,"Pomacentridae","Chromis","margaritifer",6,NA,"NA_HerSurp_1_T7"
NA,"Herald's Surprise","HerSurp_1","T7",NA,"Pomacentridae","Chromis","iomelas",12,NA,"NA_HerSurp_1_T7"
NA,"Herald's Surprise","HerSurp_1","T7",NA,"Pomacentridae","Chromis","margaritifer",16,NA,"NA_HerSurp_1_T7"
NA,"Herald's Surprise","HerSurp_1","T7",NA,"Labridae","Gomphosus","varius",1,NA,"NA_HerSurp_1_T7"
NA,"Herald's Surprise","HerSurp_1","T7",NA,"Serranidae","Cephalopholis","urodeta",1,NA,"NA_HerSurp_1_T7"
NA,"Herald's Surprise","HerSurp_1","T7",NA,"Acanthuridae","Ctenochaetus","binotatus",2,NA,"NA_HerSurp_1_T7"
NA,"Herald's Surprise","HerSurp_1","T7",NA,"Gobiidae","Nemateleotris","magnifica",1,NA,"NA_HerSurp_1_T7"
NA,"Herald's Surprise","HerSurp_1","T7",NA,"Acanthuridae","Naso","lituratus",1,NA,"NA_HerSurp_1_T7"
NA,"Herald's Surprise","HerSurp_1","T7",NA,"Pomacanthidae","Genicanthus","watanabie",1,NA,"NA_HerSurp_1_T7"
NA,"Herald's Surprise","HerSurp_1","T7",NA,"Pomacanthidae","Centropyge","heraldi",1,NA,"NA_HerSurp_1_T7"
NA,"Herald's Surprise","HerSurp_1","T7",NA,"Acanthuridae","Acanthurus","pyroferus",1,NA,"NA_HerSurp_1_T7"
NA,"Herald's Surprise","HerSurp_1","T7",NA,"Acanthuridae","Ctenochaetus","binotatus",1,NA,"NA_HerSurp_1_T7"
NA,"Herald's Surprise","HerSurp_1","T7",NA,"Pomacanthidae","Centropyge","bispinosa",1,NA,"NA_HerSurp_1_T7"
NA,"Herald's Surprise","HerSurp_1","T7",NA,"Pomacentridae","Chromis","iomelas",10,NA,"NA_HerSurp_1_T7"
NA,"Herald's Surprise","HerSurp_1","T7",NA,"Scaridae","Scarus","frenatus",1,NA,"NA_HerSurp_1_T7"
NA,"Herald's Surprise","HerSurp_1","T7",NA,"Chaetodontidae","Chaetodon","pelewensis",1,NA,"NA_HerSurp_1_T7"
NA,"Herald's Surprise","HerSurp_1","T7",NA,"Labridae","Hemigymnus","fasciatus",1,NA,"NA_HerSurp_1_T7"
NA,"Herald's Surprise","HerSurp_1","T7",NA,"Scaridae","Scarus","frenatus",1,NA,"NA_HerSurp_1_T7"
NA,"Herald's Surprise","HerSurp_1","T7",NA,"Acanthuridae","Ctenochaetus","binotatus",1,NA,"NA_HerSurp_1_T7"
NA,"Herald's Surprise","HerSurp_1","T7",NA,"Labridae","Oxycheilinus","unifasciatus",1,NA,"NA_HerSurp_1_T7"
NA,"Herald's Surprise","HerSurp_1","T8",NA,"Pomacentridae","Chromis","margaritifer",10,NA,"NA_HerSurp_1_T8"
NA,"Herald's Surprise","HerSurp_1","T8",NA,"Chaetodontidae","Hemitaurichthys","polylepis",8,NA,"NA_HerSurp_1_T8"
NA,"Herald's Surprise","HerSurp_1","T8",NA,"Chaetodontidae","Forcipiger","flavissimus",1,NA,"NA_HerSurp_1_T8"
NA,"Herald's Surprise","HerSurp_1","T8",NA,"Pomacentridae","Acanthochromis","polyacanthus",16,NA,"NA_HerSurp_1_T8"
NA,"Herald's Surprise","HerSurp_1","T8",NA,"Labridae","Anampses","caeruleopunctatus",1,NA,"NA_HerSurp_1_T8"
NA,"Herald's Surprise","HerSurp_1","T8",NA,"Pomacanthidae","Centropyge","bispinosa",1,NA,"NA_HerSurp_1_T8"
NA,"Herald's Surprise","HerSurp_1","T8",NA,"Labridae","Gomphosus","varius",1,NA,"NA_HerSurp_1_T8"
NA,"Herald's Surprise","HerSurp_1","T8",NA,"Pomacentridae","Chromis","vanderbilti",25,NA,"NA_HerSurp_1_T8"
NA,"Herald's Surprise","HerSurp_1","T8",NA,"Pomacentridae","Chromis","xanthura",2,NA,"NA_HerSurp_1_T8"
NA,"Herald's Surprise","HerSurp_1","T8",NA,"Scaridae","Scarus","forsteni",1,NA,"NA_HerSurp_1_T8"
NA,"Herald's Surprise","HerSurp_1","T8",NA,"Acanthuridae","Naso","annulatus",1,NA,"NA_HerSurp_1_T8"
NA,"Herald's Surprise","HerSurp_1","T8",NA,"Holocentridae","Myripristis","sp",1,NA,"NA_HerSurp_1_T8"
NA,"Herald's Surprise","HerSurp_1","T8",NA,"Scaridae","Scarus","forsteni",4,NA,"NA_HerSurp_1_T8"
NA,"Herald's Surprise","HerSurp_1","T8",NA,"Scaridae","Scarus","longipinnis",3,NA,"NA_HerSurp_1_T8"
NA,"Herald's Surprise","HerSurp_1","T8",NA,"Labridae","Halichoeres","hortulanus",1,NA,"NA_HerSurp_1_T8"
NA,"Herald's Surprise","HerSurp_1","T8",NA,"Chaetodontidae","Hemitaurichthys","polylepis",8,NA,"NA_HerSurp_1_T8"
NA,"Herald's Surprise","HerSurp_1","T8",NA,"Acanthuridae","Ctenochaetus","binotatus",3,NA,"NA_HerSurp_1_T8"
NA,"Herald's Surprise","HerSurp_1","T8",NA,"Acanthuridae","Ctenochaetus","striatus",2,NA,"NA_HerSurp_1_T8"
NA,"Herald's Surprise","HerSurp_1","T8",NA,"Pomacentridae","Chromis","margaritifer",18,NA,"NA_HerSurp_1_T8"
NA,"Herald's Surprise","HerSurp_1","T8",NA,"Pomacentridae","Chromis","vanderbilti",30,NA,"NA_HerSurp_1_T8"
NA,"Herald's Surprise","HerSurp_1","T8",NA,"Chaetodontidae","Chaetodon","kleinii",1,NA,"NA_HerSurp_1_T8"
NA,"Herald's Surprise","HerSurp_1","T8",NA,"Scaridae","Scarus","oviceps",1,NA,"NA_HerSurp_1_T8"
NA,"Herald's Surprise","HerSurp_1","T8",NA,"Acanthuridae","Naso","lituratus",1,NA,"NA_HerSurp_1_T8"
NA,"Herald's Surprise","HerSurp_1","T8",NA,"Pomacentridae","Plectroglyphidodon","johnstonianus",1,NA,"NA_HerSurp_1_T8"
NA,"Herald's Surprise","HerSurp_1","T8",NA,"Acanthuridae","Ctenochaetus","striatus",1,NA,"NA_HerSurp_1_T8"
NA,"Herald's Surprise","HerSurp_1","T8",NA,"Holocentridae","Myripristis","sp",1,NA,"NA_HerSurp_1_T8"
NA,"Herald's Surprise","HerSurp_1","T8",NA,"Pomacentridae","Chromis","margaritifer",1,NA,"NA_HerSurp_1_T8"
NA,"Herald's Surprise","HerSurp_1","T8",NA,"Pomacentridae","Chromis","margaritifer",1,NA,"NA_HerSurp_1_T8"
NA,"Herald's Surprise","HerSurp_1","T8",NA,"Labridae","Halichoeres","hortulanus",1,NA,"NA_HerSurp_1_T8"
NA,"Herald's Surprise","HerSurp_1","T8",NA,"Pomacentridae","Chromis","margaritifer",10,NA,"NA_HerSurp_1_T8"
NA,"Herald's Surprise","HerSurp_1","T8",NA,"Scaridae","Scarus","longipinnis",1,NA,"NA_HerSurp_1_T8"
NA,"Herald's Surprise","HerSurp_1","T8",NA,"Labridae","Bodianus","axillaris",1,NA,"NA_HerSurp_1_T8"
NA,"Herald's Surprise","HerSurp_1","T8",NA,"Scaridae","Scarus","altipinnis",1,NA,"NA_HerSurp_1_T8"
NA,"Herald's Surprise","HerSurp_1","T8",NA,"Balistidae","Balistoides","viridescens",1,NA,"NA_HerSurp_1_T8"
NA,"Herald's Surprise","HerSurp_1","T8",NA,"Labridae","Chlorurus ","spilurus",1,NA,"NA_HerSurp_1_T8"
NA,"Herald's Surprise","HerSurp_1","T8",NA,"Scaridae","Scarus","forsteni",3,NA,"NA_HerSurp_1_T8"
NA,"Herald's Surprise","HerSurp_1","T8",NA,"Chaetodontidae","Hemitaurichthys","polylepis",4,NA,"NA_HerSurp_1_T8"
NA,"Herald's Surprise","HerSurp_1","T8",NA,"Labridae","Hemigymnus","fasciatus",1,NA,"NA_HerSurp_1_T8"
NA,"Herald's Surprise","HerSurp_1","T8",NA,"Scaridae","Scarus","sp",5,NA,"NA_HerSurp_1_T8"
NA,"Herald's Surprise","HerSurp_1","T8",NA,"Pomacanthidae","Pygoplites","diacanthus",1,NA,"NA_HerSurp_1_T8"
NA,"Herald's Surprise","HerSurp_1","T8",NA,"Zanclidae","Zanclus","cornutus",1,NA,"NA_HerSurp_1_T8"
NA,"Herald's Surprise","HerSurp_1","T8",NA,"Mullidae","Parupeneus","cyclostomus",1,NA,"NA_HerSurp_1_T8"
NA,"Herald's Surprise","HerSurp_1","T8",NA,"Labridae","Gomphosus","varius",1,NA,"NA_HerSurp_1_T8"
NA,"Herald's Surprise","HerSurp_1","T8",NA,"Acanthuridae","Ctenochaetus","sp",4,NA,"NA_HerSurp_1_T8"
NA,"Herald's Surprise","HerSurp_1","T8",NA,"Serranidae","Cephalopholis","urodeta",1,NA,"NA_HerSurp_1_T8"
NA,"Herald's Surprise","HerSurp_1","T8",NA,"Scaridae","Scarus","forsteni",5,NA,"NA_HerSurp_1_T8"
NA,"Herald's Surprise","HerSurp_1","T8",NA,"Scaridae","Scarus","altipinnis",1,NA,"NA_HerSurp_1_T8"
NA,"Herald's Surprise","HerSurp_1","T8",NA,"Labridae","Chlorurus ","spilurus",1,NA,"NA_HerSurp_1_T8"
NA,"Holmes","Holmes_2","T1",163.216,"Balistidae","Sufflamen","bursa",1,NA,"NA_Holmes_2_T1"
NA,"Holmes","Holmes_2","T1",55.053,"Pomacanthidae","Genicanthus","watanabie",1,NA,"NA_Holmes_2_T1"
NA,"Holmes","Holmes_2","T1",60.136,"Pomacentridae","Chromis","amboinensis",5,NA,"NA_Holmes_2_T1"
NA,"Holmes","Holmes_2","T1",116.052,"Serranidae","Pseudanthias","pleurotaenia",4,NA,"NA_Holmes_2_T1"
NA,"Holmes","Holmes_2","T1",71.87,"Pomacentridae","Chromis","amboinensis",6,NA,"NA_Holmes_2_T1"
NA,"Holmes","Holmes_2","T1",108.689,"Lethrinidae","Lethrinus","sp",1,NA,"NA_Holmes_2_T1"
NA,"Holmes","Holmes_2","T2",217.543,"Zanclidae","Zanclus","cornutus",2,NA,"NA_Holmes_2_T2"
NA,"Holmes","Holmes_2","T2",100.75,"Pomacentridae","Chromis","amboinensis",4,NA,"NA_Holmes_2_T2"
NA,"Holmes","Holmes_2","T2",129.571,"Pomacentridae","Chromis","sp",3,NA,"NA_Holmes_2_T2"
NA,"Holmes","Holmes_2","T2",108.651,"Pomacentridae","Chromis","alpha",4,NA,"NA_Holmes_2_T2"
NA,"Holmes","Holmes_2","T2",121.89,"Pomacentridae","Chromis","alpha",1,NA,"NA_Holmes_2_T2"
NA,"Holmes","Holmes_2","T2",118.685,"Nemipteridae","Pentapodus","sp",1,NA,"NA_Holmes_2_T2"
NA,"Holmes","Holmes_2","T2",155.044,"Acanthuridae","Acanthurus","pyroferus",4,NA,"NA_Holmes_2_T2"
NA,"Holmes","Holmes_2","T2",323.63,"Balistidae","Balistoides","conspicillum",1,NA,"NA_Holmes_2_T2"
NA,"Holmes","Holmes_2","T3",202.336,"Chaetodontidae","Chaetodon","lineolatus",1,NA,"NA_Holmes_2_T3"
NA,"Holmes","Holmes_2","T3",223.211,"Labridae","Oxycheilinus","unifasciatus",1,NA,"NA_Holmes_2_T3"
NA,"Holmes","Holmes_2","T3",152.868,"Labridae","Bodianus","anthioides",1,NA,"NA_Holmes_2_T3"
NA,"Holmes","Holmes_2","T3",97.124,"Pomacanthidae","Genicanthus","watanabei",4,NA,"NA_Holmes_2_T3"
NA,"Holmes","Holmes_2","T3",107.25,"Pomacentridae","Chromis","alpha",6,NA,"NA_Holmes_2_T3"
NA,"Holmes","Holmes_2","T4",112.725,"Pomacanthidae","Genicanthus","melanospilos",1,NA,"NA_Holmes_2_T4"
NA,"Holmes","Holmes_2","T4",164.956,"Balistidae","Sufflamen","bursa",1,NA,"NA_Holmes_2_T4"
NA,"Holmes","Holmes_2","T4",63.048,"Pomacentridae","Chromis","amboinensis",8,NA,"NA_Holmes_2_T4"
NA,"Holmes","Holmes_2","T4",104.608,"Pomacanthidae","Genicanthus","watanabei",5,NA,"NA_Holmes_2_T4"
NA,"Holmes","Holmes_2","T4",80.004,"Pomacanthidae","Genicanthus","melanospilos",3,NA,"NA_Holmes_2_T4"
NA,"Holmes","Holmes_2","T5",107.371,"Pomacanthidae","Genicanthus","melanospilos",2,NA,"NA_Holmes_2_T5"
NA,"Holmes","Holmes_2","T5",91.616,"Pomacentridae","Chromis","alpha",16,NA,"NA_Holmes_2_T5"
NA,"Holmes","Holmes_2","T6",191.169,"Acanthuridae","Acanthurus","pyroferus",1,NA,"NA_Holmes_2_T6"
NA,"Holmes","Holmes_2","T6",189.413,"Chaetodontidae","Forcipiger","flavissimus",1,NA,"NA_Holmes_2_T6"
NA,"Holmes","Holmes_2","T6",150.359,"Acanthuridae","Acanthurus","thompsoni",3,NA,"NA_Holmes_2_T6"
NA,"Holmes","Holmes_2","T6",384.104,"Acanthuridae","Naso","caesius",3,NA,"NA_Holmes_2_T6"
NA,"Holmes","Holmes_2","T6",516.502,"Acanthuridae","Naso","vlamingii",1,NA,"NA_Holmes_2_T6"
NA,"Holmes","Holmes_2","T6",236.463,"Serranidae","Variola","louti",1,NA,"NA_Holmes_2_T6"
NA,"Holmes","Holmes_2","T6",173.308,"Acanthuridae","Acanthurus","pyroferus",2,NA,"NA_Holmes_2_T6"
NA,"Holmes","Holmes_2","T6",146.29,"Labridae","Bodianus","anthioides",1,NA,"NA_Holmes_2_T6"
NA,"Holmes","Holmes_2","T7",179.85,"Scaridae","Scarus","sp",1,NA,"NA_Holmes_2_T7"
NA,"Holmes","Holmes_2","T7",680.876,"Acanthuridae","Acanthurus","xanthopterus",1,NA,"NA_Holmes_2_T7"
NA,"Holmes","Holmes_2","T7",204.518,"Acanthuridae","Acanthurus","thompsoni",4,NA,"NA_Holmes_2_T7"
NA,"Holmes","Holmes_2","T7",177.46,"Acanthuridae","Acanthurus","thompsoni",4,NA,"NA_Holmes_2_T7"
NA,"Holmes","Holmes_2","T7",101.471,"Chaetodontidae","Chaetodon","mertensii",1,NA,"NA_Holmes_2_T7"
NA,"Holmes","Holmes_2","T7",94.97,"Pomacentridae","Acanthochromis","polyacanthus",4,NA,"NA_Holmes_2_T7"
NA,"Holmes","Holmes_2","T7",143.41,"Pomacentridae","Acanthochromis","polyacanthus",6,NA,"NA_Holmes_2_T7"
NA,"Holmes","Holmes_2","T7",100.084,"Pomacentridae","Acanthochromis","polyacanthus",8,NA,"NA_Holmes_2_T7"
NA,"Holmes","Holmes_2","T7",205.828,"Acanthuridae","Acanthurus","pyroferus",1,NA,"NA_Holmes_2_T7"
NA,"Holmes","Holmes_2","T7",223.481,"Mullidae","Parupeneus","multifasciatus",2,NA,"NA_Holmes_2_T7"
NA,"Holmes","Holmes_2","T7",138.803,"Chaetodontidae","Forcipiger","flavissimus",2,NA,"NA_Holmes_2_T7"
NA,"Holmes","Holmes_2","T7",111.749,"Pomacentridae","Acanthochromis","polyacanthus",5,NA,"NA_Holmes_2_T7"
NA,"Holmes","Holmes_2","T7",201.934,"Acanthuridae","Acanthurus","thompsoni",3,NA,"NA_Holmes_2_T7"
NA,"Holmes","Holmes_2","T7",142.126,"Chaetodontidae","Forcipiger","flavissimus",1,NA,"NA_Holmes_2_T7"
NA,"Holmes","Holmes_2","T7",135.419,"Pomacentridae","Chromis","xanthochira",1,NA,"NA_Holmes_2_T7"
NA,"Holmes","Holmes_2","T7",111.634,"Pomacentridae","Acanthochromis","polyacanthus",8,NA,"NA_Holmes_2_T7"
NA,"Holmes","Holmes_2","T7",120.199,"Pomacentridae","Acanthochromis","polyacanthus",4,NA,"NA_Holmes_2_T7"
NA,"Holmes","Holmes_2","T8",156.334,"Acanthuridae","Acanthurus","thompsoni",3,NA,"NA_Holmes_2_T8"
NA,"Holmes","Holmes_2","T8",153.438,"Acanthuridae","Acanthurus","thompsoni",8,NA,"NA_Holmes_2_T8"
NA,"Holmes","Holmes_2","T8",86.548,"Pomacentridae","Acanthochromis","polyacanthus",5,NA,"NA_Holmes_2_T8"
NA,"Holmes","Holmes_2","T8",91.671,"Pomacentridae","Chromis","xanthochira",1,NA,"NA_Holmes_2_T8"
NA,"Holmes","Holmes_2","T8",38.505,"Pomacentridae","Chromis","amboinensis",12,NA,"NA_Holmes_2_T8"
NA,"Holmes","Holmes_2","T9",217.795,"Labridae","Bodianus","loxozonus",1,NA,"NA_Holmes_2_T9"
NA,"Holmes","Holmes_2","T9",216.605,"Labridae","Bodianus","loxozonus",1,NA,"NA_Holmes_2_T9"
NA,"Holmes","Holmes_2","T9",164.436,"Acanthuridae","Acanthurus","thompsoni",4,NA,"NA_Holmes_2_T9"
NA,"Holmes","Holmes_2","T9",101.581,"Pomacentridae","Amblyglyphidodon","leucogaster",1,NA,"NA_Holmes_2_T9"
NA,"Holmes","Holmes_2","T9",150.189,"Chaetodontidae","Forcipiger","flavissimus",2,NA,"NA_Holmes_2_T9"
NA,"Holmes","Holmes_2","T9",275.33,"Acanthuridae","Acanthurus","albipectoralis",2,NA,"NA_Holmes_2_T9"
NA,"Holmes","Holmes_2","T10",291.697,"Acanthuridae","Acanthurus","albipectoralis",1,NA,"NA_Holmes_2_T10"
NA,"Holmes","Holmes_2","T10",246.637,"Acanthuridae","Acanthurus","thompsoni",2,NA,"NA_Holmes_2_T10"
NA,"Holmes","Holmes_2","T10",172.401,"Acanthuridae","Ctenochaetus","striatus",2,NA,"NA_Holmes_2_T10"
NA,"Holmes","Holmes_2","T10",132.998,"Acanthuridae","Acanthurus","thompsoni",3,NA,"NA_Holmes_2_T10"
NA,"Holmes","Holmes_2","T10",104.492,"Pomacentridae","Amblyglyphidodon","aureus",1,NA,"NA_Holmes_2_T10"
NA,"Holmes","Holmes_2","T10",50.243,"Pomacentridae","Chromis","iomelas",3,NA,"NA_Holmes_2_T10"
NA,"Holmes","Holmes_2","T10",28.716,"Pomacentridae","Chromis","retrofasciata",1,NA,"NA_Holmes_2_T10"
NA,"Holmes","Holmes_2","T10",45.286,"Pomacentridae","Chromis","amboinensis",4,NA,"NA_Holmes_2_T10"
NA,"Holmes","Holmes_2","T10",108.431,"Pomacentridae","Chromis","xanthochira",1,NA,"NA_Holmes_2_T10"
NA,"Holmes","Holmes_2","T10",110.623,"Pomacentridae","Chromis","xanthura",1,NA,"NA_Holmes_2_T10"
NA,"Holmes","Holmes_2","T10",101.031,"Pomacanthidae","Genicanthus","melanospilos",1,NA,"NA_Holmes_2_T10"
NA,"Holmes","Holmes_2","T10",56.301,"Pomacentridae","Chrysiptera","starcki",2,NA,"NA_Holmes_2_T10"
NA,"Holmes","Holmes_2","T10",92.802,"Pomacanthidae","Centropyge","heraldi",2,NA,"NA_Holmes_2_T10"
NA,"Holmes","Holmes_2","T10",183.349,"Acanthuridae","Acanthurus","pyroferus",2,NA,"NA_Holmes_2_T10"
NA,"Holmes","Holmes_2","T10",46.894,"Pomacentridae","Chromis","iomelas",2,NA,"NA_Holmes_2_T10"
NA,"Holmes","Holmes_2","T10",140.418,"Acanthuridae","Acanthurus","pyroferus",1,NA,"NA_Holmes_2_T10"
NA,"Holmes","Holmes_2","T10",83.957,"Pomacentridae","Chrysiptera","starcki",1,NA,"NA_Holmes_2_T10"
NA,"Holmes","Holmes_2","T10",111.506,"Pomacentridae","Chromis","xanthochira",1,NA,"NA_Holmes_2_T10"
NA,"Holmes","Holmes_2","T10",125.543,"Chaetodontidae","Chaetodon","mertensii",3,NA,"NA_Holmes_2_T10"
NA,"Holmes","Holmes_2","T10",107.354,"Pomacanthidae","Genicanthus","melanospilos",4,NA,"NA_Holmes_2_T10"
NA,"Holmes","Holmes_2","T10",194.346,"Mullidae","Parupeneus","multifasciatus",1,NA,"NA_Holmes_2_T10"
NA,"Holmes","Holmes_2","T10",175.98,"Scaridae","Scarus","longipinnis",1,NA,"NA_Holmes_2_T10"
NA,"Holmes","Holmes_2","T10",233.243,"Acanthuridae","Acanthurus","pyroferus",1,NA,"NA_Holmes_2_T10"
NA,"Holmes","Holmes_2","T10",80.652,"Pomacentridae","Chromis","xanthochira",1,NA,"NA_Holmes_2_T10"
NA,"Holmes","Holmes_2","T10",65.486,"Pomacentridae","Acanthochromis","polyacanthus",1,NA,"NA_Holmes_2_T10"
NA,"Holmes","Holmes_2","T10",79.047,"Pomacanthidae","Centropyge","heraldi",2,NA,"NA_Holmes_2_T10"
NA,"Holmes","Holmes_2","T10",93.215,"Acanthuridae","Acanthurus","nigrofuscus",1,NA,"NA_Holmes_2_T10"
NA,"Holmes","Holmes_2","T11",74.291,"Pomacanthidae","Centropyge","bispinosa",1,NA,"NA_Holmes_2_T11"
NA,"Holmes","Holmes_2","T11",78.083,"Pomacentridae","Acanthochromis","polyacanthus",4,NA,"NA_Holmes_2_T11"
NA,"Holmes","Holmes_2","T11",95.586,"Acanthuridae","Ctenochaetus","binotatus",2,NA,"NA_Holmes_2_T11"
NA,"Holmes","Holmes_2","T11",510.319,"Scaridae","Hipposcarus","longiceps",1,NA,"NA_Holmes_2_T11"
NA,"Holmes","Holmes_2","T11",235.509,"Scaridae","Scarus","schlegeli",1,NA,"NA_Holmes_2_T11"
NA,"Holmes","Holmes_2","T11",108.865,"Chaetodontidae","Chaetodon","mertensii",1,NA,"NA_Holmes_2_T11"
NA,"Holmes","Holmes_2","T11",310.173,"Acanthuridae","Naso","lituratus",1,NA,"NA_Holmes_2_T11"
NA,"Holmes","Holmes_2","T11",541.616,"Acanthuridae","Acanthurus","xanthopterus",1,NA,"NA_Holmes_2_T11"
NA,"Holmes","Holmes_2","T11",422.468,"Acanthuridae","Acanthurus","dussumieri",2,NA,"NA_Holmes_2_T11"
NA,"Holmes","Holmes_2","T11",270.982,"Scaridae","Scarus","sp",4,NA,"NA_Holmes_2_T11"
NA,"Holmes","Holmes_2","T11",605.04,"Acanthuridae","Naso","vlamingii",2,NA,"NA_Holmes_2_T11"
NA,"Holmes","Holmes_2","T11",84.205,"Pomacentridae","Stegastes","sp",1,NA,"NA_Holmes_2_T11"
NA,"Holmes","Holmes_2","T11",94.732,"Pomacanthidae","Genicanthus","melanospilos",1,NA,"NA_Holmes_2_T11"
NA,"Holmes","Holmes_2","T11",72.824,"Pomacentridae","Acanthochromis","polyacanthus",2,NA,"NA_Holmes_2_T11"
NA,"Holmes","Holmes_2","T11",114.478,"Acanthuridae","Ctenochaetus","striatus",1,NA,"NA_Holmes_2_T11"
NA,"Holmes","Holmes_2","T11",96.463,"Serranidae","Pseudanthias","tuka",3,NA,"NA_Holmes_2_T11"
NA,"Holmes","Holmes_2","T11",51.517,"Pomacentridae","Chromis","iomelas",4,NA,"NA_Holmes_2_T11"
NA,"Holmes","Holmes_2","T11",142.181,"Cirrhitidae","Paracirrhites","forsteri",1,NA,"NA_Holmes_2_T11"
